,molecule_id,molecule_energy,atom_name,x,y,z
79,1001,-70.56417683600375,H,-0.559647,2.345761,-2.675359
80,1001,-70.56417683600375,H,-0.544478,3.347956,-1.222032
81,1001,-70.56417683600375,H,-1.891598,2.242882,-1.518266
82,1002,-61.38082087900239,C,-0.805103,0.424518,1.656759
83,1002,-61.38082087900239,C,0.652474,0.513582,1.343316
84,1002,-61.38082087900239,C,1.28197,-0.082558,0.316353
85,1002,-61.38082087900239,C,0.679308,-0.928826,-0.735544
86,1002,-61.38082087900239,N,-0.363231,-0.687755,-1.477135
87,1002,-61.38082087900239,O,-0.983804,0.520962,-1.228809
88,1002,-61.38082087900239,H,-0.957508,0.291648,2.728812
89,1002,-61.38082087900239,H,-1.279645,-0.400744,1.133358
90,1002,-61.38082087900239,H,-1.32096,1.344241,1.372217
91,1002,-61.38082087900239,H,1.252229,1.102319,2.039224
92,1002,-61.38082087900239,H,2.368875,0.009909,0.258902
93,1002,-61.38082087900239,H,1.212827,-1.858899,-0.975715
94,1002,-61.38082087900239,H,-1.714655,0.597816,-1.871679
95,1003,-61.42439587900299,N,0.564631,-0.250241,-1.486937
96,1003,-61.42439587900299,C,0.028588,-0.436625,-0.124133
97,1003,-61.42439587900299,C,-1.444868,-0.440614,-0.129506
98,1003,-61.42439587900299,C,-2.651376,-0.422551,-0.072735
99,1003,-61.42439587900299,C,0.573242,0.648756,0.854118
100,1003,-61.42439587900299,O,1.991906,0.637639,0.853861
101,1003,-61.42439587900299,H,1.559816,-0.038169,-1.421327
102,1003,-61.42439587900299,H,0.105021,0.535899,-1.940999
103,1003,-61.42439587900299,H,0.369792,-1.427206,0.24542
104,1003,-61.42439587900299,H,-3.713938,-0.42643,-0.063861
105,1003,-61.42439587900299,H,0.186873,0.475246,1.87835
106,1003,-61.42439587900299,H,0.254257,1.651541,0.539246
107,1003,-61.42439587900299,H,2.316996,-0.214111,1.174371
108,1004,-75.98476741100421,C,-1.225384,-1.845079,0.770365
109,1004,-75.98476741100421,C,-0.197815,-1.481878,-0.294205
110,1004,-75.98476741100421,N,0.55081,-0.268387,0.080997
111,1004,-75.98476741100421,C,1.150105,0.485497,-1.024186
112,1004,-75.98476741100421,C,-0.049819,1.014248,-0.305241
113,1004,-75.98476741100421,C,0.055504,2.164563,0.673619
114,1004,-75.98476741100421,H,-1.757991,-2.754503,0.499518
115,1004,-75.98476741100421,H,-1.95808,-1.04961,0.892836
116,1004,-75.98476741100421,H,-0.747736,-2.007525,1.733952
117,1004,-75.98476741100421,H,-0.702532,-1.360634,-1.274676
118,1004,-75.98476741100421,H,0.519656,-2.30876,-0.413011
119,1004,-75.98476741100421,H,1.019388,0.088525,-2.034461
120,1004,-75.98476741100421,H,2.135963,0.907808,-0.821478
121,1004,-75.98476741100421,H,-1.002855,0.954129,-0.849662
122,1004,-75.98476741100421,H,1.014191,2.150546,1.186137
123,1004,-75.98476741100421,H,-0.729295,2.11146,1.427815
124,1004,-75.98476741100421,H,-0.041927,3.123173,0.163935
125,1005,-63.775365952003085,C,-0.045326,-2.163234,-0.696544
126,1005,-63.775365952003085,C,-0.484747,-0.949499,-0.306383
127,1005,-63.775365952003085,N,0.28605,0.156105,0.050018
128,1005,-63.775365952003085,C,-0.294292,1.366202,0.439914
129,1005,-63.775365952003085,N,-1.552762,1.647797,0.531869
130,1005,-63.775365952003085,C,1.743758,0.108234,0.034461
131,1005,-63.775365952003085,H,-0.766366,-2.927601,-0.943318
132,1005,-63.775365952003085,H,1.001742,-2.418378,-0.777425
133,1005,-63.775365952003085,H,-1.558474,-0.767812,-0.249013
134,1005,-63.775365952003085,H,0.448487,2.141692,0.68867
135,1005,-63.775365952003085,H,-2.17778,0.875943,0.284372
136,1005,-63.775365952003085,H,2.090534,-0.871531,-0.281607
137,1005,-63.775365952003085,H,2.156341,0.313519,1.030159
138,1005,-63.775365952003085,H,2.156143,0.856641,-0.653737
139,1006,-58.91381437700238,C,-1.909747,-0.206002,-0.244072
140,1006,-58.91381437700238,C,-0.57928,-0.102494,-0.037386
141,1006,-58.91381437700238,C,0.190189,0.88719,-0.763239
142,1006,-58.91381437700238,N,0.805054,1.674142,-1.340067
143,1006,-58.91381437700238,C,0.137144,-0.968362,0.910817
144,1006,-58.91381437700238,C,1.453512,-0.90348,1.149605
145,1006,-58.91381437700238,H,-2.425072,0.437611,-0.945461
146,1006,-58.91381437700238,H,-2.495308,-0.942597,0.293232
147,1006,-58.91381437700238,H,-0.475586,-1.699394,1.437134
148,1006,-58.91381437700238,H,2.085572,-0.185462,0.639529
149,1006,-58.91381437700238,H,1.924105,-1.570267,1.86168
150,1007,-56.401793201001965,C,-0.697151,0.386985,-0.15402
151,1007,-56.401793201001965,C,-1.184973,-0.514065,-1.205745
152,1007,-56.401793201001965,C,-1.594015,-1.236775,-2.082442
153,1007,-56.401793201001965,N,0.761972,0.431472,-0.115292
154,1007,-56.401793201001965,C,1.44493,0.371905,1.078802
155,1007,-56.401793201001965,O,0.892601,0.318517,2.169956
156,1007,-56.401793201001965,H,-1.043126,0.051677,0.833968
157,1007,-56.401793201001965,H,-1.122217,1.397275,-0.320795
158,1007,-56.401793201001965,H,-1.956754,-1.887371,-2.840422
159,1007,-56.401793201001965,H,1.267159,0.438093,-0.995196
160,1007,-56.401793201001965,H,2.567587,0.383594,0.950281
161,1008,-79.87728669000353,C,-0.701142,-1.820379,1.856887
162,1008,-79.87728669000353,C,-0.868491,-0.548671,1.452398
163,1008,-79.87728669000353,C,-0.237591,0.055565,0.292358
164,1008,-79.87728669000353,C,-0.397131,1.345559,-0.12969
165,1008,-79.87728669000353,C,0.401947,1.565939,-1.32215
166,1008,-79.87728669000353,C,1.054115,0.42334,-1.641454
167,1008,-79.87728669000353,C,0.711281,-0.643934,-0.647411
168,1008,-79.87728669000353,H,-1.206436,-2.197565,2.73673
169,1008,-79.87728669000353,H,-0.058549,-2.507882,1.319672
170,1008,-79.87728669000353,H,-1.527608,0.10313,2.027347
171,1008,-79.87728669000353,H,-1.021751,2.09492,0.345546
172,1008,-79.87728669000353,H,0.459771,2.504675,-1.862435
173,1008,-79.87728669000353,H,1.725939,0.278736,-2.480355
174,1008,-79.87728669000353,H,1.60085,-1.022475,-0.128039
175,1008,-79.87728669000353,H,0.249855,-1.518056,-1.124094
176,1009,-66.85189448400433,C,-2.162406,0.781306,0.976648
177,1009,-66.85189448400433,C,-0.643989,0.69345,0.911855
178,1009,-66.85189448400433,C,-0.155826,-0.177902,-0.241875
179,1009,-66.85189448400433,O,1.268081,-0.201998,-0.237141
180,1009,-66.85189448400433,C,1.819861,-0.991598,-1.269083
181,1009,-66.85189448400433,H,-2.481212,1.398984,1.813306
182,1009,-66.85189448400433,H,-2.608638,-0.20413,1.10005
183,1009,-66.85189448400433,H,-2.569923,1.217148,0.065986
184,1009,-66.85189448400433,H,-0.257103,0.292525,1.853943
185,1009,-66.85189448400433,H,-0.220949,1.697741,0.809912
186,1009,-66.85189448400433,H,-0.525355,0.21162,-1.216138
187,1009,-66.85189448400433,H,-0.552948,-1.212922,-0.150116
188,1009,-66.85189448400433,H,2.910516,-0.947431,-1.189094
189,1009,-66.85189448400433,H,1.518267,-0.622645,-2.267306
190,1009,-66.85189448400433,H,1.496855,-2.046443,-1.188683
191,101,-85.77118136800436,C,-1.860973,0.000877,0.461368
192,101,-85.77118136800436,C,-0.313445,0.000532,0.449835
193,101,-85.77118136800436,C,0.212066,0.002192,1.905468
194,101,-85.77118136800436,C,0.237482,1.177899,-0.342045
195,101,-85.77118136800436,C,0.964823,0.730035,-1.385467
196,101,-85.77118136800436,C,0.964584,-0.733557,-1.383797
197,101,-85.77118136800436,C,0.23711,-1.178835,-0.339341
198,101,-85.77118136800436,H,-2.24034,0.884231,0.972285
199,101,-85.77118136800436,H,-2.240723,-0.878425,0.978956
200,101,-85.77118136800436,H,-2.257439,-0.002874,-0.551046
201,101,-85.77118136800436,H,-0.137629,0.884846,2.438298
202,101,-85.77118136800436,H,1.29914,0.000789,1.926482
203,101,-85.77118136800436,H,-0.139938,-0.877816,2.441152
204,101,-85.77118136800436,H,0.058251,2.21674,-0.085704
205,101,-85.77118136800436,H,1.475839,1.344912,-2.119453
206,101,-85.77118136800436,H,1.475408,-1.350221,-2.116411
207,101,-85.77118136800436,H,0.05755,-2.217036,-0.080689
208,1010,-75.02053033800439,C,0.043384,2.333571,-0.069753
209,1010,-75.02053033800439,C,-0.255423,0.92132,-0.555724
210,1010,-75.02053033800439,C,0.009482,-0.139345,0.53432
211,1010,-75.02053033800439,C,-0.287883,-1.567974,0.109001
212,1010,-75.02053033800439,C,-1.036869,-1.952567,-0.924746
213,1010,-75.02053033800439,O,1.369104,-0.062477,0.987991
214,1010,-75.02053033800439,H,-0.108813,3.05926,-0.866018
215,1010,-75.02053033800439,H,1.072252,2.413236,0.272738
216,1010,-75.02053033800439,H,-0.605169,2.603857,0.761109
217,1010,-75.02053033800439,H,0.354592,0.698043,-1.438166
218,1010,-75.02053033800439,H,-1.300062,0.857261,-0.876642
219,1010,-75.02053033800439,H,-0.613028,0.093941,1.422638
220,1010,-75.02053033800439,H,0.161033,-2.331368,0.745194
221,1010,-75.02053033800439,H,-1.509914,-1.241844,-1.592906
222,1010,-75.02053033800439,H,-1.203389,-3.00303,-1.132322
223,1010,-75.02053033800439,H,1.963515,-0.219569,0.241864
224,1011,-82.54113408900503,C,-0.967999,2.23377,0.943852
225,1011,-82.54113408900503,C,-1.29683,1.49278,-0.347018
226,1011,-82.54113408900503,C,-0.765498,0.053658,-0.394677
227,1011,-82.54113408900503,C,0.763635,-0.038857,-0.449767
228,1011,-82.54113408900503,C,1.266979,-1.482736,-0.548737
229,1011,-82.54113408900503,N,0.887285,-2.267738,0.628766
230,1011,-82.54113408900503,H,-1.408156,3.229091,0.938145
231,1011,-82.54113408900503,H,0.106197,2.346023,1.075204
232,1011,-82.54113408900503,H,-1.355473,1.701223,1.810244
233,1011,-82.54113408900503,H,-0.902242,2.056616,-1.199683
234,1011,-82.54113408900503,H,-2.384779,1.468677,-0.473873
235,1011,-82.54113408900503,H,-1.183268,-0.445285,-1.27647
236,1011,-82.54113408900503,H,-1.129141,-0.503727,0.473647
237,1011,-82.54113408900503,H,1.195054,0.432941,0.439789
238,1011,-82.54113408900503,H,1.136005,0.528123,-1.310533
239,1011,-82.54113408900503,H,2.368965,-1.470704,-0.69585
240,1011,-82.54113408900503,H,0.84388,-1.965773,-1.442004
241,1011,-82.54113408900503,H,1.24999,-1.839945,1.476892
242,1011,-82.54113408900503,H,1.250252,-3.214779,0.561209
243,1012,-68.73130666000361,O,-2.232154,-1.276082,-0.896642
244,1012,-68.73130666000361,C,-0.820878,-1.306932,-0.971221
245,1012,-68.73130666000361,C,-0.24126,-0.158483,-0.197457
246,1012,-68.73130666000361,C,1.055789,-0.072702,0.155737
247,1012,-68.73130666000361,C,1.670644,1.035921,0.888023
248,1012,-68.73130666000361,C,1.049958,2.144834,1.317893
249,1012,-68.73130666000361,H,-2.608062,-2.011674,-1.396321
250,1012,-68.73130666000361,H,-0.500794,-1.254177,-2.038987
251,1012,-68.73130666000361,H,-0.434912,-2.280275,-0.594089
252,1012,-68.73130666000361,H,-0.932904,0.639996,0.065022
253,1012,-68.73130666000361,H,1.727502,-0.888948,-0.114113
254,1012,-68.73130666000361,H,2.735649,0.924236,1.091509
255,1012,-68.73130666000361,H,-0.0071,2.311558,1.14659
256,1012,-68.73130666000361,H,1.592331,2.912113,1.855672
257,1013,-83.23957819200496,C,-2.619792,-0.510614,0.775409
258,1013,-83.23957819200496,C,-1.11022,-0.703038,0.69592
259,1013,-83.23957819200496,C,-0.440706,0.346399,-0.195373
260,1013,-83.23957819200496,C,1.063006,0.234096,-0.3343
261,1013,-83.23957819200496,C,1.80651,-0.705174,0.266484
262,1013,-83.23957819200496,C,1.695071,1.2765,-1.219193
263,1013,-83.23957819200496,H,-3.073833,-1.266679,1.412438
264,1013,-83.23957819200496,H,-3.076948,-0.584357,-0.209525
265,1013,-83.23957819200496,H,-2.869521,0.46635,1.185027
266,1013,-83.23957819200496,H,-0.891489,-1.704961,0.313177
267,1013,-83.23957819200496,H,-0.684883,-0.656324,1.703376
268,1013,-83.23957819200496,H,-0.679968,1.349731,0.181532
269,1013,-83.23957819200496,H,-0.885428,0.308326,-1.198774
270,1013,-83.23957819200496,H,1.369427,-1.461791,0.904416
271,1013,-83.23957819200496,H,2.880105,-0.734167,0.128022
272,1013,-83.23957819200496,H,1.284759,1.22833,-2.228714
273,1013,-83.23957819200496,H,2.772385,1.146602,-1.282047
274,1013,-83.23957819200496,H,1.492182,2.279935,-0.84261
275,1014,-91.02229504600471,C,-2.226115,-1.521546,-1.280272
276,1014,-91.02229504600471,C,-1.308133,-0.565905,-1.131077
277,1014,-91.02229504600471,C,-0.864347,-0.010784,0.198286
278,1014,-91.02229504600471,C,0.643825,-0.048163,0.382001
279,1014,-91.02229504600471,C,1.406579,1.027558,0.65324
280,1014,-91.02229504600471,C,0.963753,2.45004,0.809215
281,1014,-91.02229504600471,C,1.26946,-1.414162,0.263277
282,1014,-91.02229504600471,H,-2.520803,-1.869584,-2.262705
283,1014,-91.02229504600471,H,-2.709123,-1.981175,-0.425623
284,1014,-91.02229504600471,H,-0.842512,-0.12819,-2.01422
285,1014,-91.02229504600471,H,-1.34106,-0.58112,1.005656
286,1014,-91.02229504600471,H,-1.228836,1.01925,0.28808
287,1014,-91.02229504600471,H,2.477091,0.866267,0.783951
288,1014,-91.02229504600471,H,1.117826,2.792381,1.834786
289,1014,-91.02229504600471,H,-0.084848,2.596481,0.563491
290,1014,-91.02229504600471,H,1.554153,3.106427,0.168358
291,1014,-91.02229504600471,H,0.829357,-2.107813,0.981432
292,1014,-91.02229504600471,H,2.342682,-1.379104,0.436566
293,1014,-91.02229504600471,H,1.095942,-1.836044,-0.727791
294,1015,-84.13638936800453,C,-1.427689,0.197202,1.316204
295,1015,-84.13638936800453,C,0.081077,0.097579,1.29854
296,1015,-84.13638936800453,C,0.928633,0.859893,0.317467
297,1015,-84.13638936800453,C,0.808393,-0.646241,0.195948
298,1015,-84.13638936800453,C,0.078475,-1.246324,-0.901505
299,1015,-84.13638936800453,C,-0.499567,-1.785127,-1.818391
300,1015,-84.13638936800453,C,0.333166,1.782766,-0.722061
301,1015,-84.13638936800453,H,-1.753425,1.094461,1.842708
302,1015,-84.13638936800453,H,-1.863058,-0.661266,1.826601
303,1015,-84.13638936800453,H,-1.834603,0.228227,0.309253
304,1015,-84.13638936800453,H,0.524169,-0.025392,2.289884
305,1015,-84.13638936800453,H,1.889223,1.202267,0.710349
306,1015,-84.13638936800453,H,1.684042,-1.224681,0.502976
307,1015,-84.13638936800453,H,-1.016167,-2.242674,-2.62559
308,1015,-84.13638936800453,H,-0.567791,1.360338,-1.158608
309,1015,-84.13638936800453,H,1.043421,1.961037,-1.528586
310,1015,-84.13638936800453,H,0.079263,2.749192,-0.286197
311,1016,-66.88067148399568,O,0.911103,-1.163171,0.891283
312,1016,-66.88067148399568,C,0.386321,0.074776,0.412764
313,1016,-66.88067148399568,C,-1.119902,0.078843,0.521768
314,1016,-66.88067148399568,C,-1.848659,-0.950655,0.95057
315,1016,-66.88067148399568,C,0.872825,0.307737,-1.047134
316,1016,-66.88067148399568,O,0.526218,1.600334,-1.516086
317,1016,-66.88067148399568,H,1.876986,-1.131796,0.892988
318,1016,-66.88067148399568,H,0.786723,0.905379,1.042739
319,1016,-66.88067148399568,H,-1.609326,1.008586,0.226478
320,1016,-66.88067148399568,H,-1.372029,-1.874904,1.252011
321,1016,-66.88067148399568,H,-2.928565,-0.886925,1.014122
322,1016,-66.88067148399568,H,0.461825,-0.468141,-1.720502
323,1016,-66.88067148399568,H,1.970793,0.227985,-1.085262
324,1016,-66.88067148399568,H,-0.428484,1.658298,-1.651964
325,1017,-69.66633663000357,C,-2.618366,-0.451502,-0.568339
326,1017,-69.66633663000357,N,-1.16074,-0.507979,-0.638305
327,1017,-69.66633663000357,C,-0.495254,0.189543,0.237643
328,1017,-69.66633663000357,N,0.882789,0.214751,0.270409
329,1017,-69.66633663000357,C,1.672555,-0.543359,-0.681834
330,1017,-69.66633663000357,C,1.59823,0.9976,1.253763
331,1017,-69.66633663000357,H,-3.05586,-1.07343,-1.355331
332,1017,-69.66633663000357,H,-3.000635,0.571509,-0.702343
333,1017,-69.66633663000357,H,-3.0014,-0.81796,0.395832
334,1017,-69.66633663000357,H,-0.971727,0.817061,1.024892
335,1017,-69.66633663000357,H,0.998265,-1.07606,-1.350445
336,1017,-69.66633663000357,H,2.323884,-1.270162,-0.173302
337,1017,-69.66633663000357,H,2.323401,0.11521,-1.276648
338,1017,-69.66633663000357,H,0.891865,1.515444,1.904263
339,1017,-69.66633663000357,H,2.247463,1.750507,0.779726
340,1017,-69.66633663000357,H,2.247411,0.366788,1.881228
341,1018,-89.3785848700054,C,-2.61532,-0.792472,-0.786109
342,1018,-89.3785848700054,C,-1.092334,-0.754221,-0.820658
343,1018,-89.3785848700054,C,-0.502436,0.062098,0.33573
344,1018,-89.3785848700054,C,1.041616,0.031775,0.399635
345,1018,-89.3785848700054,C,1.688304,0.721644,-0.808845
346,1018,-89.3785848700054,C,1.534019,0.664454,1.70886
347,1018,-89.3785848700054,H,-3.008773,-1.370073,-1.620024
348,1018,-89.3785848700054,H,-3.03342,0.21043,-0.845897
349,1018,-89.3785848700054,H,-2.974408,-1.247005,0.135188
350,1018,-89.3785848700054,H,-0.763572,-0.335678,-1.777216
351,1018,-89.3785848700054,H,-0.701625,-1.777006,-0.7829
352,1018,-89.3785848700054,H,-0.898885,-0.324311,1.281201
353,1018,-89.3785848700054,H,-0.845608,1.099592,0.262737
354,1018,-89.3785848700054,H,1.359936,-1.02382,0.395528
355,1018,-89.3785848700054,H,1.387243,1.765567,-0.871145
356,1018,-89.3785848700054,H,1.406185,0.235342,-1.740033
357,1018,-89.3785848700054,H,2.773319,0.691405,-0.732033
358,1018,-89.3785848700054,H,1.247803,1.712805,1.768797
359,1018,-89.3785848700054,H,2.618244,0.609965,1.782938
360,1018,-89.3785848700054,H,1.110463,0.153126,2.571181
361,1019,-68.11637855700337,O,-0.788042,-0.208372,-1.615855
362,1019,-68.11637855700337,C,-0.801689,-0.442195,-0.217438
363,1019,-68.11637855700337,C,0.266126,-1.416553,0.32803
364,1019,-68.11637855700337,N,0.712386,-0.385548,1.293847
365,1019,-68.11637855700337,C,-0.135451,0.659482,0.639769
366,1019,-68.11637855700337,C,0.64771,1.724003,-0.120141
367,1019,-68.11637855700337,H,-1.077314,-1.001436,-2.086055
368,1019,-68.11637855700337,H,-1.835689,-0.694947,0.111563
369,1019,-68.11637855700337,H,1.035521,-1.686863,-0.410904
370,1019,-68.11637855700337,H,-0.094174,-2.344219,0.802393
371,1019,-68.11637855700337,H,1.714755,-0.187188,1.245338
372,1019,-68.11637855700337,H,-0.819029,1.146794,1.363562
373,1019,-68.11637855700337,H,1.313669,1.271904,-0.851341
374,1019,-68.11637855700337,H,1.247808,2.322208,0.564701
375,1019,-68.11637855700337,H,-0.028091,2.391129,-0.650676
376,102,-75.70590130800429,C,-1.258747,-1.052692,-1.371608
377,102,-75.70590130800429,C,0.201127,-0.71406,-1.095495
378,102,-75.70590130800429,C,0.512836,-0.273271,0.366083
379,102,-75.70590130800429,C,0.073828,1.1818,0.700823
380,102,-75.70590130800429,N,-1.361642,1.364826,0.93649
381,102,-75.70590130800429,N,1.962311,-0.385371,0.643485
382,102,-75.70590130800429,H,-1.365942,-1.497392,-2.359102
383,102,-75.70590130800429,H,-1.893951,-0.170466,-1.341694
384,102,-75.70590130800429,H,-1.640875,-1.764979,-0.642666
385,102,-75.70590130800429,H,0.536945,0.0617,-1.792289
386,102,-75.70590130800429,H,0.807119,-1.600375,-1.315654
387,102,-75.70590130800429,H,-0.006751,-0.964513,1.055111
388,102,-75.70590130800429,H,0.613819,1.500644,1.60314
389,102,-75.70590130800429,H,0.384055,1.85945,-0.1066
390,102,-75.70590130800429,H,-1.694055,0.72222,1.65114
391,102,-75.70590130800429,H,-1.896607,1.209306,0.08706
392,102,-75.70590130800429,H,2.486152,0.264317,0.061282
393,102,-75.70590130800429,H,2.291142,-1.326766,0.441626
394,1020,-76.0911564110038,C,-1.922442,0.426489,-0.650703
395,1020,-76.0911564110038,C,-0.391901,0.548182,-0.63156
396,1020,-76.0911564110038,C,0.147494,0.363281,0.795499
397,1020,-76.0911564110038,N,1.573301,0.081003,0.972943
398,1020,-76.0911564110038,C,0.598238,-0.943427,1.351982
399,1020,-76.0911564110038,C,0.252761,-0.404005,-1.643335
400,1020,-76.0911564110038,H,-2.379326,1.130075,0.043189
401,1020,-76.0911564110038,H,-2.241106,-0.575403,-0.36908
402,1020,-76.0911564110038,H,-2.313937,0.633137,-1.644467
403,1020,-76.0911564110038,H,-0.139282,1.578228,-0.937721
404,1020,-76.0911564110038,H,-0.28713,1.06693,1.520159
405,1020,-76.0911564110038,H,1.940015,0.556484,1.800105
406,1020,-76.0911564110038,H,0.463155,-1.133499,2.419357
407,1020,-76.0911564110038,H,0.596481,-1.837833,0.7284
408,1020,-76.0911564110038,H,-0.041628,-1.435641,-1.460406
409,1020,-76.0911564110038,H,1.336609,-0.346021,-1.585538
410,1020,-76.0911564110038,H,-0.051847,-0.146604,-2.655898
411,1021,-83.0371201920052,C,2.094426,-1.146678,0.837247
412,1021,-83.0371201920052,C,0.892699,-0.922023,-0.074883
413,1021,-83.0371201920052,C,-0.230658,-0.163714,0.621767
414,1021,-83.0371201920052,C,-0.295089,1.33595,0.572759
415,1021,-83.0371201920052,C,-1.333825,0.518238,-0.141579
416,1021,-83.0371201920052,C,-1.403975,0.50656,-1.653874
417,1021,-83.0371201920052,H,2.877019,-1.699075,0.320788
418,1021,-83.0371201920052,H,1.81214,-1.714173,1.722032
419,1021,-83.0371201920052,H,2.515367,-0.200458,1.17076
420,1021,-83.0371201920052,H,0.518715,-1.893458,-0.421537
421,1021,-83.0371201920052,H,1.211856,-0.376696,-0.968094
422,1021,-83.0371201920052,H,-0.534049,-0.611014,1.570966
423,1021,-83.0371201920052,H,0.442665,1.849729,-0.035025
424,1021,-83.0371201920052,H,-0.588557,1.870468,1.471455
425,1021,-83.0371201920052,H,-2.314068,0.487279,0.338943
426,1021,-83.0371201920052,H,-0.419772,0.625959,-2.100332
427,1021,-83.0371201920052,H,-2.033679,1.318772,-2.016596
428,1021,-83.0371201920052,H,-1.829099,-0.427319,-2.021985
429,1022,-77.95238969000366,C,-1.943576,0.274886,0.9036
430,1022,-77.95238969000366,C,-0.894496,-0.187521,0.199828
