id,energy
3923,-68.03534156368782
3924,-90.84744560453873
3925,-90.70823161249142
3926,-76.03952337205799
3927,-60.65529634083981
3928,-84.28858487696016
3929,-63.77142834266518
3930,-67.09393832041177
3931,-68.23196594316408
3932,-90.85558963347506
3933,-49.13565178163723
3934,-69.44700469695412
3935,-69.29927673316469
3936,-70.01138120900733
3937,-63.65052843107565
3938,-70.12341883542973
3939,-84.68212078932233
3940,-74.48580459587221
3941,-61.942258307348226
3942,-82.38288130859155
3943,-67.50310162937609
3944,-69.3837964266941
3945,-51.13711448978835
3946,-67.5574048775981
3947,-84.14414743304964
3948,-90.84695415695872
3949,-69.25742169249465
3950,-69.19430292722818
3951,-62.60355530253869
3952,-62.801459513248936
3953,-55.77158279100794
3954,-62.587726459480876
3955,-68.09264992398812
3956,-63.112973572575136
3957,-90.75896282138487
3958,-83.03484631119584
3959,-54.5792275284524
3960,-61.32116094349116
3961,-91.61162645589017
3962,-75.1303242659533
3963,-63.839592897070816
3964,-76.2323057636294
3965,-84.03976894534257
3966,-74.96290838696775
3967,-86.14661634203806
3968,-90.79432261615553
3969,-83.11406729926055
3970,-76.2828644184599
3971,-76.27146899645398
3972,-73.2305633572012
3973,-68.01872205854526
3974,-62.6836777127592
3975,-91.8244194523111
3976,-74.8870341384582
3977,-85.89096382146873
3978,-46.63936134736917
3979,-71.09253674823302
3980,-85.88897579785097
3981,-66.49768942728298
3982,-69.95550374808282
3983,-63.65819681420103
3984,-103.33920900960102
3985,-97.0232806842736
3986,-63.12551865433157
3987,-69.53285115835179
3988,-75.1991629805872
3989,-66.71161445471715
3990,-58.9356959598447
3991,-67.24731375233294
3992,-69.07605368812776
3993,-84.94808117212226
3994,-76.45167230810739
3995,-74.45004622855268
3996,-82.31214623880263
3997,-63.073488980795034
3998,-69.66666649612925
3999,-103.24760759967018
4000,-54.46140114575549
4001,-63.68172475032728
4002,-74.11761567852223
4003,-73.12723871197441
4004,-57.4715769503432
4005,-64.70480216584768
4006,-75.80673481749545
4007,-63.027389067084734
4008,-63.310137897457324
4009,-91.91846817155438
4010,-60.45969722026739
4011,-66.7126107218549
4012,-63.50912995847645
4013,-75.95354947891843
4014,-69.61977006402422
4015,-77.99678556693927
4016,-69.37144310836747
4017,-74.57489930213708
4018,-76.50040508214767
4019,-103.2592087986376
4020,-51.152273746430915
4021,-76.42614912991583
4022,-90.85101312916255
4023,-82.32313896514677
4024,-63.909692077444404
4025,-67.70804845245883
4026,-63.82484355256304
4027,-76.4436044313773
4028,-75.87232399491681
4029,-71.9735759431637
4030,-60.800284674468664
4031,-62.3235029389479
4032,-72.3860152079068
4033,-53.21702092307019
4034,-55.66704209188996
4035,-68.24917211885945
4036,-75.9623145942434
4037,-63.299286522187714
4038,-63.66393327592427
4039,-97.07841477627638
4040,-63.82581782516829
4041,-76.4062563604489
4042,-67.03675066341052
4043,-74.8452975641305
4044,-97.29110138893633
4045,-83.08341644959332
4046,-69.11119583397182
4047,-68.59856313071005
4048,-76.08032771432663
4049,-97.00210634989756
4050,-54.05496368942651
4051,-84.17969822103802
4052,-60.0187093210317
4053,-84.07170295466884
4054,-91.12767578897271
4055,-85.81497514465424
4056,-74.90367147949458
4057,-68.94557157302387
4058,-69.371877919715
4059,-75.13517191902346
4060,-80.9736811316522
4061,-70.19071973405622
4062,-61.339965925319675
4063,-72.63563570987242
4064,-97.0374009094864
4065,-68.19417931939569
4066,-76.24102317137276
4067,-73.70515020199694
4068,-62.31159659832293
4069,-70.72560835872495
4070,-68.3529811188801
4071,-67.84063176759716
4072,-64.42215984566984
4073,-91.67191758759824
4074,-84.07082144144097
4075,-82.33422022081955
4076,-66.82564271342548
4077,-97.10075712574557
4078,-65.06133655313575
4079,-103.33283013988196
4080,-64.06556011019553
4081,-74.24607382140141
4082,-84.70313280632189
4083,-60.73284521524996
4084,-74.58288600701302
4085,-61.50816858889521
4086,-69.21014706821822
4087,-47.811420216480215
4088,-103.37823884784882
4089,-63.25361695627689
4090,-81.47603191109891
4091,-90.76790866392757
4092,-60.545724504089186
4093,-76.41668780007082
4094,-34.3270334256387
4095,-75.03642041367972
4096,-68.18739079681542
4097,-85.88303477389213
4098,-76.20037339322897
4099,-68.12739183892116
4100,-76.3141719381447
4101,-67.84779366324089
4102,-68.94905853797489
4103,-74.63268653307523
4104,-91.32098958076051
4105,-90.91727490634624
4106,-68.5024459578297
4107,-60.4267881639884
4108,-47.37765172921883
4109,-76.38773112390047
4110,-91.06591712033688
4111,-56.6882056220473
4112,-77.16961194435189
4113,-69.40527171923614
4114,-97.13727843902424
4115,-77.85010072629332
4116,-82.42015981847334
4117,-58.19650639420392
4118,-83.07558606888189
4119,-60.78408922279711
4120,-80.8583023047445
4121,-80.89434542909821
4122,-90.91653631368172
4123,-57.415222824454794
4124,-76.98742248421975
4125,-84.27698138026751
4126,-53.954107110467575
4127,-56.40681503606846
4128,-68.0062948907681
4129,-66.34517156887073
4130,-68.66714379671407
4131,-67.40999021111206
4132,-63.541865070689575
4133,-68.09607624211729
4134,-74.88197922246087
4135,-90.81994509427818
4136,-69.21398995985784
4137,-84.41079399080087
4138,-91.96419820890765
4139,-67.00858123080424
4140,-63.395545588713624
4141,-63.3229462913896
4142,-70.60065386874686
4143,-65.03674382301236
4144,-52.766049039286244
4145,-82.35868762370197
4146,-69.66516132354778
4147,-61.60945895280416
4148,-74.47563680918715
4149,-91.3922334828948
4150,-68.74501117748989
4151,-78.01589131094623
4152,-69.23592927998679
4153,-54.34545104254044
4154,-61.326487412389255
4155,-68.48323883021449
4156,-81.29824856248338
4157,-69.0589810509153
4158,-75.82079610955111
4159,-103.35602492687067
4160,-69.31989859708945
4161,-83.28133445614243
4162,-76.30461871888198
4163,-67.50289753450254
4164,-76.26494799165897
4165,-54.741323156015454
4166,-74.41698047244431
4167,-61.59395212828448
4168,-72.6643250462855
4169,-69.84503597413226
4170,-74.36678098555024
4171,-83.99320777074739
4172,-64.06115267171708
4173,-67.99283269424654
4174,-40.496979489619285
4175,-68.06369852274779
4176,-73.18109428155239
4177,-82.30170241678594
4178,-62.3169895679894
4179,-74.61042685617836
4180,-82.24341548395806
4181,-70.20022347019273
4182,-97.13473921167537
4183,-90.71273209290759
4184,-76.16533192847396
4185,-69.60952149804487
4186,-66.75117112630575
4187,-68.1274773966796
4188,-68.26490844848637
4189,-83.16938756828814
4190,-63.881028744793674
4191,-76.73261393123377
4192,-68.06870715642415
4193,-75.11958572670916
4194,-77.83521829692742
4195,-75.5037542392017
4196,-69.24356660748735
4197,-66.6471894971388
4198,-69.83350809212939
4199,-63.33802868252521
4200,-70.44214520488848
4201,-84.73635738117896
4202,-68.02415955187932
4203,-90.82925998260697
4204,-75.89978109985405
4205,-82.12220715060039
4206,-61.406384161759966
4207,-67.97785584129913
4208,-65.28876455810631
4209,-69.28927661993536
4210,-75.93182214145321
4211,-83.30308486630315
4212,-75.0946391852376
4213,-83.02252873673494
4214,-69.03184766106624
4215,-66.9338905983983
4216,-70.96915951097476
4217,-76.16850819516651
4218,-97.19902907371456
4219,-84.38221073531602
4220,-74.61193728563543
4221,-64.03267079805278
4222,-103.1423990667412
4223,-68.23507267047285
4224,-83.18158569173433
4225,-76.93047403562207
4226,-63.38071732884413
4227,-69.55456500532489
4228,-90.81459202956059
4229,-74.55733363810849
4230,-68.06746986313047
4231,-74.52263391485005
4232,-90.93407391894907
4233,-74.19788186301592
4234,-69.30139923591732
4235,-54.81349617703479
4236,-76.37512984995735
4237,-63.96733531642313
4238,-72.79883390749276
4239,-90.51870255387763
4240,-68.02740309318773
4241,-61.90079112195896
4242,-67.65071941496004
4243,-81.08591666259485
4244,-46.68239007051165
4245,-70.15478040119388
4246,-70.16490696197761
4247,-67.35813459716604
4248,-69.33232300474047
4249,-67.62741529652752
4250,-59.961127920332814
4251,-69.08756618061146
4252,-97.00676592687113
4253,-83.04849786690949
4254,-61.16506966970025
4255,-68.99400808142212
4256,-69.4371602040666
4257,-60.83173327189434
4258,-61.579235953530834
4259,-69.15153480423892
4260,-68.08011268157729
4261,-82.54590881143695
4262,-47.49686806400385
4263,-83.09139770279515
4264,-76.08175752366724
4265,-48.94464929307913
4266,-79.89672887611954
4267,-82.29814283632437
4268,-75.95839181923787
4269,-60.71590541088636
4270,-68.12627090782188
4271,-82.60875066460412
4272,-96.8718021808158
4273,-81.22395308333441
4274,-61.29659026194538
4275,-90.94922797554096
4276,-84.65344748253753
4277,-61.92393749527625
4278,-82.26331781686191
4279,-51.3164649623883
4280,-74.48519983914929
4281,-74.95582455778134
4282,-58.223470738229054
4283,-92.38528366260385
4284,-56.7145269820778
4285,-64.23253317025296
4286,-89.34483703369916
4287,-74.82665621728712
4288,-74.11182514894716
4289,-91.04022969491665
4290,-66.73221729688291
4291,-90.91820482306426
4292,-55.56099803349601
4293,-57.371454930554194
4294,-69.81407976167498
4295,-73.24265745094084
4296,-55.81376355406619
4297,-91.72268961249752
4298,-74.96542440628517
4299,-60.03659315728258
4300,-74.98003529159065
4301,-69.22458642613823
4302,-62.34278280546522
4303,-90.73259172469322
4304,-74.61604029336624
4305,-75.84187472834134
4306,-84.09644394279927
4307,-61.082058410509475
4308,-75.70182164042154
4309,-97.94019488004588
4310,-68.22247932805729
4311,-76.37289108991459
4312,-58.33846457927067
4313,-74.88350791934283
4314,-61.88303021866725
4315,-97.83071168255663
4316,-74.49676482260065
4317,-55.42777455717113
4318,-67.67826748451377
4319,-80.82807846788187
4320,-57.88451142150996
4321,-63.0125699835985
4322,-90.83549849073218
4323,-97.92677015074354
4324,-97.01465972685332
4325,-57.50597627638477
4326,-67.97498018629425
4327,-84.20680456927062
4328,-75.43429037556545
4329,-77.96010279710875
4330,-64.2912644192112
4331,-69.38569136854679
4332,-61.88357033053194
4333,-68.6242379877767
4334,-61.686705442906266
4335,-70.30607350567831
4336,-73.31148185612885
4337,-97.07079330470496
4338,-63.08295746849843
4339,-70.25944273438827
4340,-103.37162847941728
4341,-68.85164037275072
4342,-74.59914261462592
4343,-75.93021156643287
4344,-61.887235342393275
4345,-68.24682009495828
4346,-56.17072852392254
4347,-75.11646907982012
4348,-76.0403966308784
4349,-83.07226893655327
4350,-68.20988272195146
4351,-60.124862888629366
4352,-103.32454982480782
4353,-72.71800649653895
4354,-48.94839525034108
4355,-90.83112647588275
4356,-74.69986316582734
4357,-82.60380422435078
4358,-63.08474525187964
4359,-66.35419077837905
4360,-68.53657163427097
4361,-66.17802895302111
4362,-75.1729066276092
4363,-74.26474241357714
4364,-67.22066255685496
4365,-61.96894662981406
4366,-85.9052721728831
4367,-74.43207986464482
4368,-85.52748503692305
4369,-67.07481009555482
4370,-62.633165694972064
4371,-62.71197745153683
4372,-76.66971851387419
4373,-67.9850479110059
4374,-74.57520172435493
4375,-67.47413429948085
4376,-84.62722456315151
4377,-75.57915448694334
4378,-68.99691326941314
4379,-62.89567936053302
4380,-64.36066555933161
4381,-74.28437932681835
4382,-63.06048576651402
4383,-70.60462936476445
4384,-68.61712184634243
4385,-68.74910028955802
4386,-69.53113166678457
4387,-91.85283606125422
4388,-61.42652631412427
4389,-69.87305929347075
4390,-75.92449970993856
4391,-90.7217351070343
4392,-103.3812426966066
4393,-67.8003789323303
4394,-85.5286789853371
4395,-68.63239602761851
4396,-77.05168466091169
4397,-90.82021018982185
4398,-68.58420914143794
4399,-39.11995888965292
4400,-76.44627926791841
4401,-84.39146797351611
4402,-70.07429479939225
4403,-86.00073230026877
4404,-60.06857288644862
4405,-77.1862148476486
4406,-62.206026734819204
4407,-96.98279131916757
4408,-61.79803305546082
4409,-76.01461770435864
4410,-67.96268659510994
4411,-62.66677669587089
4412,-64.15640843467055
4413,-76.27564956340073
4414,-68.24552499357534
4415,-84.01402989493978
4416,-75.82812470214012
4417,-73.49299573293388
4418,-66.13732179736962
4419,-83.25657604976516
4420,-57.407560211866944
4421,-74.4263704520583
4422,-75.9906988030007
4423,-68.5197627636235
4424,-91.77491485796912
4425,-66.32831705795397
4426,-90.71352354421889
4427,-75.80863047898526
4428,-70.59567291727272
4429,-61.34674618153898
4430,-90.8358004140167
4431,-76.06003970300249
4432,-91.45384227792194
4433,-90.67354817659667
4434,-64.16371494241864
4435,-63.29721407351238
4436,-69.01679505629954
4437,-60.47581255917971
4438,-96.83239170115073
4439,-63.07889627237832
4440,-71.32035923775
4441,-64.29859210068744
4442,-73.85730492676173
4443,-74.42574546136638
4444,-63.678008727124144
4445,-68.49518059059241
4446,-103.30838571803793
4447,-80.82960103115603
4448,-68.4395155076493
4449,-82.59032632314596
4450,-54.64612490780676
4451,-76.20304976573088
4452,-56.54162396427597
4453,-68.05044502484884
4454,-76.90370614714747
4455,-69.56349670400652
4456,-68.16047695686663
4457,-69.40415692733852
4458,-72.6673142858849
4459,-69.70562984523643
4460,-68.01148466195734
4461,-69.71388192711053
4462,-76.83291855996075
4463,-78.05256562582747
4464,-68.03209494672767
4465,-60.63179882879539
4466,-53.05856500114341
4467,-77.93907318696499
4468,-75.05699372559157
4469,-67.63307549132202
4470,-61.95135252048888
4471,-62.947828792057216
4472,-70.12755018391172
4473,-74.6454768420582
4474,-75.42125089952343
4475,-67.7355906483351
4476,-67.01259181526348
4477,-76.25345544309705
4478,-66.67149811082521
4479,-67.40299168733499
4480,-61.03009281643625
4481,-59.977190396747034
4482,-61.05321388340362
4483,-64.32444303273678
4484,-97.0233094512959
4485,-75.15441609148505
4486,-61.46934038264286
4487,-82.5957572802865
4488,-61.46354403393525
4489,-75.59225910304524
4490,-90.7541947549565
4491,-84.17325869376626
4492,-69.48001175852676
4493,-76.20818124032985
4494,-75.76734059234326
4495,-69.27473161840466
4496,-76.25800166393313
4497,-83.18558448114354
4498,-97.12313714173459
4499,-69.59296156159338
4500,-90.66754981321976
4501,-64.95345959015198
4502,-67.92321355262106
4503,-61.441295848005275
4504,-75.76998120361432
4505,-89.36692450932773
4506,-77.02021135188738
4507,-97.06940331154402
4508,-75.04395461953816
4509,-97.12880271697588
4510,-76.92950248741029
4511,-74.8507450128581
4512,-69.08556048992139
4513,-68.11187623606247
4514,-53.621975107532386
4515,-68.27970945848948
4516,-69.15029383928993
4517,-70.167423892167
4518,-69.63599833903267
4519,-75.00777681885285
4520,-84.02442191952473
4521,-68.3681546295449
4522,-69.4259419884467
4523,-75.97156209091911
4524,-62.485185962951945
4525,-86.14912756834002
4526,-76.28235809600105
4527,-75.79970625717239
4528,-67.3351400451362
4529,-90.85588980091647
4530,-55.267733315154864
4531,-68.09125701047871
4532,-81.37947619313064
4533,-68.01267260863371
4534,-46.86867156716749
4535,-70.11013026086299
4536,-67.5502807299887
4537,-69.96071694947835
4538,-68.02705481376373
4539,-44.30056391624131
4540,-74.85834337227456
4541,-89.27549748714
4542,-72.59571751213122
4543,-68.52185825485641
4544,-76.30928140181086
4545,-74.71755497075159
4546,-69.82272639634292
4547,-75.511346383618
4548,-48.26036122190843
4549,-84.63531010996476
4550,-68.37466988889892
4551,-62.242660643702195
4552,-74.43185148786074
4553,-103.29054258375888
4554,-69.59510014590033
4555,-76.45246762679037
4556,-70.25919020464289
4557,-57.21846627921498
4558,-72.79389804600882
4559,-75.97560470210973
4560,-67.55609843416991
4561,-97.08790461507671
4562,-82.63157044611927
4563,-85.2524379279963
4564,-74.40198618379847
4565,-97.04876326600667
4566,-57.61256095841892
4567,-75.86020110604233
4568,-63.1206976916797
4569,-68.48796410050791
4570,-56.8698475562667
4571,-77.16847788797236
4572,-83.0234995456931
4573,-90.79071154387215
4574,-90.76102729468826
4575,-67.052159037899
4576,-63.295586800346086
4577,-76.3399072248371
4578,-70.95641729268719
4579,-62.12573459548173
4580,-68.32620053078745
4581,-86.0143141065406
4582,-97.216158917769
4583,-61.60244151726555
4584,-69.21964885172412
4585,-61.32749881859735
4586,-80.82236118969395
4587,-83.09465695126661
4588,-90.76813019777283
4589,-103.27808346191905
4590,-90.7853692289331
4591,-63.511862596757055
4592,-67.93967453826332
4593,-73.2702439044035
4594,-68.1291492091704
4595,-56.529429939056925
4596,-75.59173031443935
4597,-75.67648900505428
4598,-68.62728424358309
4599,-83.09146452263577
4600,-74.4283040639185
4601,-85.61145712007124
4602,-76.28925857512127
4603,-68.49577476922416
4604,-38.911888533493695
4605,-49.593008949541655
4606,-84.80554110852064
4607,-55.78233641890467
4608,-61.84689833225444
4609,-61.31912516111825
4610,-69.36620615308848
4611,-63.05444445322038
4612,-76.45046283618801
4613,-68.4632323351538
4614,-61.0065635278938
4615,-79.91221243227767
4616,-53.88349033943163
4617,-74.91764945550702
4618,-69.45035975129328
4619,-90.74374567775607
4620,-75.1921108150981
4621,-61.6657645748206
4622,-75.86100684634899
4623,-83.2327208331386
4624,-66.81002954229942
4625,-75.51348366245091
4626,-66.7910268704734
4627,-64.1273798469127
4628,-69.20523743569532
4629,-54.22038716447039
4630,-58.458872100023
4631,-83.17767768983371
4632,-74.09155295565748
4633,-75.18757833761292
4634,-97.05750741456842
4635,-103.2697091574971
4636,-75.09091085863328
4637,-69.56219205105758
4638,-56.70301130865959
4639,-56.26340385293146
4640,-76.15749759609406
4641,-69.52230048190872
4642,-75.89302746279797
4643,-90.50455550199699
4644,-76.15085666875031
4645,-74.96371255041343
4646,-61.269152576785
4647,-62.658727832966896
4648,-62.96363190859713
4649,-74.06317651196674
4650,-68.51559124598192
4651,-69.54908335959439
4652,-103.32358449722285
4653,-68.01083236766024
4654,-90.7759714412003
4655,-69.89423029118697
4656,-74.81691006905452
4657,-74.52647012522279
4658,-67.97675521452632
4659,-74.52142273546416
4660,-68.5654830051154
4661,-46.84675696840394
4662,-74.08990844597842
4663,-75.07091341385711
4664,-74.90820750778991
4665,-63.008224145647226
4666,-69.7721658147756
4667,-55.54631966794562
4668,-68.63860437539175
4669,-76.6962014728498
4670,-44.734457181464066
4671,-103.24460669730789
4672,-83.25780215941754
4673,-74.91875832682884
4674,-83.28238102152122
4675,-55.518035688778895
4676,-65.15211321516843
4677,-91.76468352414554
4678,-84.0399580133581
4679,-63.95668706506067
4680,-69.0395974648656
4681,-74.92335623352635
4682,-61.82634787446431
4683,-78.00331195782611
4684,-89.40684406600029
4685,-68.10745293684187
4686,-67.85076119178485
4687,-66.97827019520868
4688,-67.05114553749982
4689,-83.00400978922019
4690,-67.50749363430128
4691,-74.54243180967038
4692,-82.5976077580198
4693,-84.00005874650631
4694,-69.40905540106094
4695,-74.35819004899706
4696,-56.643294173138216
4697,-74.59644740930246
4698,-58.344275998526705
4699,-53.98399310068016
4700,-91.87508657518924
4701,-68.34370258060888
4702,-75.94323422140646
4703,-72.72112017568784
4704,-67.97551669783013
4705,-66.6448605475624
4706,-73.36242424703617
4707,-69.34701959510517
4708,-56.58473054177012
4709,-29.202997838589393
4710,-68.18894444916148
4711,-90.76715732437862
4712,-75.08960946949936
4713,-64.90250413423779
4714,-77.89359077160714
4715,-61.667289714294256
4716,-67.57631910939534
4717,-67.82193949158052
4718,-77.18505442002166
4719,-83.07033285252247
4720,-68.29888903535624
4721,-67.63077497806177
4722,-75.93455633536531
4723,-66.84788902222031
4724,-80.76349399105783
4725,-97.83543522027142
4726,-90.78522368634417
4727,-75.0214797695872
4728,-70.53157882582569
4729,-85.94991164745178
4730,-67.8138918313054
4731,-62.69088693606155
4732,-73.43581661784414
4733,-76.2707775726938
4734,-75.23191022896047
4735,-73.41487559382892
4736,-69.48900865953736
4737,-91.38806053216796
4738,-63.51921853786011
4739,-89.40590171844781
